status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,1.0,1.0,0.53,Christiansted,Virgin Islands,820.0,1200.0,,610000
for_sale,2.0,2.0,,Toa Alta,Puerto Rico,953.0,983.0,,125000
for_sale,2.0,1.0,,San Juan,Puerto Rico,926.0,700.0,,62000
for_sale,,,0.44,Mayaguez,Puerto Rico,680.0,,,159000
for_sale,3.0,2.0,0.04,Bayamon,Puerto Rico,956.0,1039.0,,79000
for_sale,3.0,1.0,0.68,Ponce,Puerto Rico,730.0,905.0,,54000
for_sale,,,0.47,Camuy,Puerto Rico,627.0,,,105000
for_sale,3.0,2.0,0.08,Toa Baja,Puerto Rico,949.0,1900.0,,229900
for_sale,4.0,3.0,0.25,Guaynabo,Puerto Rico,966.0,3346.0,,1390000
for_sale,6.0,3.0,0.25,Anasco,Puerto Rico,610.0,1230.0,,140000
for_sale,3.0,1.0,,San Juan,Puerto Rico,927.0,906.0,,115000
for_sale,3.0,2.0,0.09,Catano,Puerto Rico,692.0,1007.0,,154150
for_sale,,,1.21,San Juan,Puerto Rico,926.0,,,180000
for_sale,3.0,3.0,,San Juan,Puerto Rico,907.0,2900.0,,1050000
for_sale,,,18.82,Santa Isabel,Puerto Rico,757.0,,,405000
for_sale,3.0,2.0,0.15,San Juan,Puerto Rico,926.0,1100.0,,180000
for_sale,4.0,4.0,0.22,Mayaguez,Puerto Rico,680.0,3450.0,,235000
for_sale,3.0,2.0,0.02,Juncos,Puerto Rico,777.0,720.0,,69900
for_sale,5.0,4.0,0.12,Ponce,Puerto Rico,717.0,1600.0,,225000
for_sale,5.0,2.0,0.25,Morovis,Puerto Rico,687.0,1620.0,,60000
for_sale,,,0.67,Camuy,Puerto Rico,627.0,,,85000
for_sale,2.0,2.0,0.09,Barceloneta,Puerto Rico,617.0,955.0,,90000
for_sale,4.0,2.0,0.08,Bayamon,Puerto Rico,959.0,1480.0,,175000
for_sale,,,0.31,Guaynabo,Puerto Rico,971.0,,,140000
for_sale,3.0,2.0,0.22,San Sebastian,Puerto Rico,685.0,1134.0,,121000
for_sale,1.0,2.0,,San Juan,Puerto Rico,907.0,1074.0,,975000
for_sale,4.0,2.0,0.15,Toa Baja,Puerto Rico,949.0,1970.0,,169000
for_sale,3.0,1.0,,San Juan,Puerto Rico,918.0,1106.0,,125000
for_sale,4.0,1.0,0.13,Mayaguez,Puerto Rico,680.0,1400.0,,165000
for_sale,,,0.5,Frederiksted,Virgin Islands,840.0,,,50000
for_sale,3.0,2.0,0.17,Aguadilla,Puerto Rico,603.0,1500.0,,180000
for_sale,3.0,2.0,,San Juan,Puerto Rico,926.0,1250.0,,147000
for_sale,3.0,2.0,0.23,Dorado,Puerto Rico,646.0,1298.0,,141000
for_sale,4.0,4.0,,Dorado,Puerto Rico,646.0,882.0,,800000
for_sale,4.0,5.0,0.78,Vieques,Puerto Rico,765.0,3200.0,,2495000
for_sale,3.0,2.0,,Guaynabo,Puerto Rico,966.0,865.0,,119900
for_sale,4.0,4.0,0.19,San Juan,Puerto Rico,926.0,3089.0,,799900
for_sale,1.0,1.0,,San Juan,Puerto Rico,909.0,609.0,,369000
for_sale,5.0,3.0,0.49,Penuelas,Puerto Rico,624.0,2500.0,,799000
for_sale,6.0,3.0,0.07,San Juan,Puerto Rico,920.0,1841.0,,95000
for_sale,3.0,1.0,0.05,Dorado,Puerto Rico,646.0,816.0,,95600
for_sale,,,0.67,Christiansted,Virgin Islands,820.0,,,350000
for_sale,3.0,1.0,0.08,Coamo,Puerto Rico,769.0,1009.0,,57000
for_sale,6.0,5.0,0.22,Guaynabo,Puerto Rico,969.0,2830.0,,450000
for_sale,3.0,2.0,0.2,Guaynabo,Puerto Rico,969.0,3000.0,,895000
for_sale,,,1.29,Hatillo,Puerto Rico,659.0,,,119000
for_sale,6.0,5.0,0.7,Saint Thomas,Virgin Islands,802.0,6200.0,,1895000
for_sale,3.0,1.0,,Salinas,Puerto Rico,751.0,700.0,,75000
for_sale,4.0,3.0,0.18,Guaynabo,Puerto Rico,966.0,7653.0,,525000
for_sale,3.0,1.0,0.18,Toa Alta,Puerto Rico,953.0,750.0,,70500
for_sale,6.0,7.0,1.08,Christiansted,Virgin Islands,820.0,,,1350000
for_sale,4.0,1.0,0.09,Arroyo,Puerto Rico,714.0,900.0,,59100
for_sale,4.0,2.0,0.25,Naguabo,Puerto Rico,718.0,3600.0,,499950
for_sale,5.0,6.0,0.65,Frederiksted,Virgin Islands,840.0,6000.0,,1900000
for_sale,3.0,2.0,13.39,Isabela,Puerto Rico,662.0,1106.0,,89000
for_sale,2.0,1.0,,San Juan,Puerto Rico,925.0,807.0,,105000
for_sale,,,1.04,Cabo Rojo,Puerto Rico,728.0,,,50500
for_sale,4.0,2.0,0.08,Humacao,Puerto Rico,791.0,1000.0,,81700
for_sale,,,4.92,Morovis,Puerto Rico,687.0,,,160000
for_sale,3.0,2.0,0.07,San Juan,Puerto Rico,698.0,1100.0,,220000
for_sale,2.0,2.0,0.82,Isabela,Puerto Rico,662.0,1671.0,,599900
for_sale,,,1.03,Frederiksted,Virgin Islands,840.0,,,67000
for_sale,,,2.91,Hatillo,Puerto Rico,659.0,,,110000
for_sale,,,0.78,Christiansted,Virgin Islands,820.0,,,29000
for_sale,2.0,1.0,,Aguada,Puerto Rico,602.0,951.0,,189000
for_sale,,,0.23,Rincon,Puerto Rico,602.0,,,329000
for_sale,4.0,4.0,0.96,Frederiksted,Virgin Islands,840.0,6100.0,,1695000
for_sale,3.0,1.0,0.16,Cayey,Puerto Rico,737.0,800.0,,90000
for_sale,3.0,2.0,,Guaynabo,Puerto Rico,969.0,1146.0,,111000
for_sale,4.0,2.0,,Guaynabo,Puerto Rico,971.0,2700.0,,399000
for_sale,,,12.14,San Juan,Puerto Rico,926.0,,,500000
for_sale,3.0,3.0,0.69,Christiansted,Virgin Islands,820.0,,,895000
for_sale,,,0.5,Saint John,Virgin Islands,830.0,,,595000
for_sale,3.0,2.0,,Loiza,Puerto Rico,745.0,1459.0,,150000
for_sale,8.0,3.0,0.97,San Sebastian,Puerto Rico,685.0,2250.0,,69000
for_sale,4.0,2.0,107.64,Isabela,Puerto Rico,662.0,,,269000
for_sale,,,0.3,Saint John,Virgin Islands,830.0,,,140000
for_sale,3.0,2.0,0.11,Guaynabo,Puerto Rico,969.0,1896.0,,265000
for_sale,3.0,2.0,0.67,Yabucoa,Puerto Rico,767.0,857.0,,75100
for_sale,7.0,4.0,0.29,Guaynabo,Puerto Rico,966.0,3900.0,,385000
for_sale,5.0,2.0,0.04,Guayama,Puerto Rico,784.0,1800.0,,53000
for_sale,6.0,4.0,0.25,Bayamon,Puerto Rico,961.0,2705.0,,127600
for_sale,4.0,3.0,0.25,Aguas Buenas,Puerto Rico,703.0,2440.0,,285000
for_sale,,,0.31,Humacao,Puerto Rico,791.0,,,240000
for_sale,3.0,2.0,0.17,Humacao,Puerto Rico,791.0,1150.0,,107000
for_sale,,,3.93,Moca,Puerto Rico,676.0,,,190000
for_sale,3.0,1.0,0.06,Canovanas,Puerto Rico,729.0,980.0,,81000
for_sale,3.0,2.0,,Caguas,Puerto Rico,,1075.0,,97300
for_sale,4.0,2.0,0.09,Bayamon,Puerto Rico,956.0,1254.0,,104200
for_sale,4.0,2.0,2.91,Utuado,Puerto Rico,641.0,1000.0,,198500
for_sale,2.0,2.0,,Guaynabo,Puerto Rico,966.0,709.0,,135000
for_sale,4.0,2.0,0.13,Vega Alta,Puerto Rico,692.0,1784.0,,305000
for_sale,6.0,6.0,0.76,Saint Thomas,Virgin Islands,802.0,,,3250000
for_sale,3.0,1.0,0.08,San German,Puerto Rico,683.0,894.0,,70000
for_sale,2.0,1.0,0.02,Manati,Puerto Rico,674.0,896.0,,30000
for_sale,3.0,1.0,0.06,Caguas,Puerto Rico,725.0,2447.0,,97000
for_sale,,,614.99,Yauco,Puerto Rico,698.0,,,32500
for_sale,3.0,2.0,0.08,Toa Baja,Puerto Rico,949.0,1400.0,,155000
for_sale,3.0,1.0,,San Juan,Puerto Rico,969.0,,,82000
for_sale,,,29.0,Salinas,Puerto Rico,751.0,,,1356000
for_sale,3.0,2.0,,Christiansted,Virgin Islands,820.0,1515.0,,375000
for_sale,3.0,2.0,0.09,Ciales,Puerto Rico,638.0,1092.0,,55000
for_sale,4.0,3.0,0.25,Toa Alta,Puerto Rico,953.0,1490.0,,82000
for_sale,3.0,2.0,0.27,Bayamon,Puerto Rico,959.0,1390.0,,118800
for_sale,,,1.4,Rincon,Puerto Rico,,,,650000
for_sale,3.0,2.0,,San Juan,Puerto Rico,907.0,1200.0,,395000
for_sale,6.0,6.0,0.94,Penuelas,Puerto Rico,624.0,9297.0,,3900000
for_sale,,,0.68,Christiansted,Virgin Islands,820.0,,,60000
for_sale,,,0.42,Christiansted,Virgin Islands,820.0,,,150000
for_sale,,,0.44,Christiansted,Virgin Islands,820.0,,,52800
for_sale,,,1.15,Christiansted,Virgin Islands,820.0,,,80000
for_sale,,,0.37,Kingshill,Virgin Islands,850.0,,,45000
for_sale,3.0,3.0,0.11,San Juan,Puerto Rico,926.0,1996.0,,190000
for_sale,4.0,2.0,0.1,Trujillo Alto,Puerto Rico,976.0,2303.0,,350000
for_sale,3.0,1.0,,San Juan,Puerto Rico,924.0,906.0,,79900
for_sale,13.0,3.0,0.09,Patillas,Puerto Rico,723.0,1609.0,,75900
for_sale,3.0,2.0,0.97,Gurabo,Puerto Rico,778.0,906.0,,76000
for_sale,5.0,3.0,0.48,San Lorenzo,Puerto Rico,754.0,1945.0,,135000
for_sale,3.0,2.0,0.1,Lajas,Puerto Rico,667.0,900.0,,80000
for_sale,5.0,2.0,0.1,Guaynabo,Puerto Rico,965.0,1655.0,,59900
for_sale,3.0,2.0,0.21,Aguada,Puerto Rico,603.0,1565.0,,225000
for_sale,3.0,1.0,0.07,Carolina,Puerto Rico,985.0,1000.0,,102000
for_sale,7.0,5.0,0.51,Carolina,Puerto Rico,982.0,1777.0,,187000
for_sale,3.0,1.0,0.05,Ponce,Puerto Rico,730.0,900.0,,110000
for_sale,,,2.29,Catano,Puerto Rico,962.0,,,1500000
for_sale,3.0,2.0,0.12,Adjuntas,Puerto Rico,601.0,920.0,,105000
for_sale,,,0.49,Hatillo,Puerto Rico,659.0,,,160000
for_sale,4.0,4.0,0.96,Frederiksted,Virgin Islands,840.0,6100.0,,1695000
for_sale,3.0,3.0,0.88,Rincon,Puerto Rico,677.0,1729.0,,545000
for_sale,4.0,2.0,0.07,San Juan,Puerto Rico,926.0,2027.0,,499000
for_sale,,,14.0,Christiansted,Virgin Islands,820.0,,,1500000
for_sale,2.0,2.0,,San Juan,Puerto Rico,909.0,2169.0,,990000
for_sale,3.0,2.0,0.1,Rio Grande,Puerto Rico,745.0,1374.0,,150000
for_sale,3.0,2.0,,Guaynabo,Puerto Rico,969.0,1436.0,,185000
for_sale,3.0,2.0,0.11,Vega Alta,Puerto Rico,692.0,1626.0,,270000
for_sale,,,0.46,Frederiksted,Virgin Islands,840.0,,,39500
for_sale,3.0,3.0,,Dorado,Puerto Rico,646.0,1983.0,,1200000
for_sale,2.0,1.0,0.09,Ponce,Puerto Rico,730.0,1092.0,,100000
for_sale,4.0,2.0,0.08,Humacao,Puerto Rico,791.0,1000.0,,81700
for_sale,7.0,5.0,0.25,Vieques,Puerto Rico,765.0,3229.0,,649000
for_sale,4.0,2.0,0.11,Toa Alta,Puerto Rico,693.0,2030.0,,182000
for_sale,2.0,2.0,,San Juan,Puerto Rico,909.0,1265.0,,779000
for_sale,3.0,2.0,0.07,San Juan,Puerto Rico,698.0,1100.0,,220000
for_sale,5.0,4.0,0.89,Cayey,Puerto Rico,736.0,6000.0,,1500000
for_sale,,,0.25,Aguada,Puerto Rico,602.0,,,94770
for_sale,1.0,1.0,,Rincon,Puerto Rico,677.0,568.0,,115000
for_sale,7.0,5.0,0.31,Aguada,Puerto Rico,602.0,2775.0,,375000
for_sale,,,0.99,Moca,Puerto Rico,676.0,43082.0,,400000
for_sale,,,6.02,San Juan,Puerto Rico,926.0,,,498000
for_sale,4.0,2.0,0.15,Lares,Puerto Rico,669.0,1597.0,,81000
for_sale,1.0,1.0,,Saint Thomas,Virgin Islands,802.0,760.0,,249900
for_sale,5.0,3.0,0.52,Aguadilla,Puerto Rico,603.0,3267.0,,620000
for_sale,3.0,3.0,0.26,Hatillo,Puerto Rico,659.0,3227.0,,319000
for_sale,3.0,1.0,0.09,Arecibo,Puerto Rico,612.0,1044.0,,65000
for_sale,,,0.49,Hatillo,Puerto Rico,659.0,,,160000
for_sale,4.0,2.0,0.08,San Juan,Puerto Rico,920.0,1204.0,,175000
for_sale,,,88.36,Christiansted,Virgin Islands,820.0,,,2900000
for_sale,4.0,4.0,,Dorado,Puerto Rico,646.0,882.0,,800000
for_sale,,,0.15,Florida,Puerto Rico,650.0,,,15900
for_sale,,1.0,,San Juan,Puerto Rico,926.0,557.0,,325000
for_sale,,,0.33,Santa Isabel,Puerto Rico,757.0,,,40000
for_sale,4.0,2.0,0.09,Bayamon,Puerto Rico,959.0,1100.0,,124000
for_sale,3.0,1.0,,Bayamon,Puerto Rico,956.0,1027.0,,116000
for_sale,7.0,5.0,0.08,San Juan,Puerto Rico,920.0,2000.0,,210000
for_sale,3.0,2.0,,Caguas,Puerto Rico,,1075.0,,97300
for_sale,4.0,3.0,0.11,Caguas,Puerto Rico,727.0,2780.0,,485000
for_sale,,,0.81,Saint John,Virgin Islands,830.0,,,200000
for_sale,2.0,2.0,,Dorado,Puerto Rico,646.0,1172.0,,1125000
for_sale,8.0,4.0,0.09,Carolina,Puerto Rico,983.0,1227.0,,220000
for_sale,2.0,2.0,0.57,Corozal,Puerto Rico,783.0,800.0,,52000
for_sale,2.0,2.0,,San Juan,Puerto Rico,909.0,2564.0,,450000
for_sale,3.0,1.0,0.06,Arecibo,Puerto Rico,612.0,750.0,,80000
for_sale,,,0.29,Christiansted,Virgin Islands,820.0,,,50000
for_sale,5.0,3.0,0.61,Vega Alta,Puerto Rico,692.0,1400.0,,100000
for_sale,2.0,2.0,,Humacao,Puerto Rico,791.0,1558.0,,350000
for_sale,7.0,4.0,0.39,Mayaguez,Puerto Rico,682.0,17198.0,,400000
for_sale,3.0,2.0,0.33,Gurabo,Puerto Rico,794.0,1190.0,,204000
for_sale,3.0,2.0,,Carolina,Puerto Rico,987.0,2061.0,,160000
for_sale,,,0.19,San Juan,Puerto Rico,926.0,,,165000
for_sale,3.0,2.0,0.09,Bayamon,Puerto Rico,957.0,1149.0,,77000
for_sale,2.0,2.0,0.17,Mayaguez,Puerto Rico,680.0,850.0,,74300
for_sale,,,29.0,Salinas,Puerto Rico,751.0,,,1356000
for_sale,3.0,2.0,0.05,Rio Grande,Puerto Rico,745.0,1587.0,,99000
for_sale,2.0,1.0,0.19,Vega Baja,Puerto Rico,692.0,959.0,,59000
for_sale,5.0,6.0,0.55,Guaynabo,Puerto Rico,966.0,8000.0,,1450000
for_sale,3.0,1.0,0.06,San Juan,Puerto Rico,921.0,880.0,,140000
for_sale,4.0,3.0,0.24,Arecibo,Puerto Rico,612.0,3413.0,,200000
for_sale,,,1.32,Christiansted,Virgin Islands,820.0,,,69300
for_sale,4.0,2.0,0.2,Coamo,Puerto Rico,769.0,1700.0,,225000
for_sale,,,4.92,Morovis,Puerto Rico,687.0,,,160000
for_sale,6.0,3.0,0.07,San Juan,Puerto Rico,920.0,1841.0,,95000
for_sale,4.0,2.0,0.05,Guaynabo,Puerto Rico,969.0,1200.0,,169000
for_sale,,,0.21,Hatillo,Puerto Rico,659.0,,,50000
for_sale,3.0,1.0,,Canovanas,Puerto Rico,729.0,813.0,,49900
for_sale,,,0.66,Christiansted,Virgin Islands,820.0,,,55000
for_sale,4.0,4.0,0.49,Naguabo,Puerto Rico,718.0,1631.0,,499000
for_sale,4.0,2.0,0.12,Luquillo,Puerto Rico,773.0,1800.0,,1950000
for_sale,,,0.82,Christiansted,Virgin Islands,820.0,,,89000
for_sale,5.0,2.0,0.22,San Juan,Puerto Rico,924.0,1664.0,,83000
for_sale,1.0,1.0,0.26,Saint Thomas,Virgin Islands,802.0,,,320000
for_sale,7.0,10.0,0.17,San Juan,Puerto Rico,913.0,4800.0,,3000000
for_sale,3.0,2.0,0.09,Caguas,Puerto Rico,725.0,981.0,,116200
for_sale,3.0,2.0,0.97,Lajas,Puerto Rico,667.0,1200.0,,275000
for_sale,1.0,1.0,,San Juan,Puerto Rico,909.0,609.0,,369000
for_sale,,,0.12,Guayama,Puerto Rico,784.0,,,25000
for_sale,3.0,1.0,0.83,Ponce,Puerto Rico,731.0,599.0,,84000
for_sale,3.0,3.0,,San Juan,Puerto Rico,907.0,4000.0,,2875000
for_sale,4.0,3.0,0.09,Fajardo,Puerto Rico,738.0,3500.0,,112500
for_sale,,,1.05,Christiansted,Virgin Islands,820.0,,,200000
for_sale,3.0,2.0,,San Juan,Puerto Rico,907.0,1168.0,,215000
for_sale,3.0,2.0,0.52,Naguabo,Puerto Rico,718.0,2300.0,,550000
for_sale,3.0,1.0,0.08,Caguas,Puerto Rico,725.0,1000.0,,120000
for_sale,5.0,7.0,0.29,Guaynabo,Puerto Rico,966.0,5967.0,,3800000
for_sale,,,5.9,Cidra,Puerto Rico,739.0,,,165000
for_sale,3.0,2.0,0.08,Cidra,Puerto Rico,739.0,1234.0,,159900
for_sale,3.0,2.0,,San Juan,Puerto Rico,926.0,997.0,,99000
for_sale,3.0,3.0,0.02,Santa Isabel,Puerto Rico,757.0,1372.0,,105000
for_sale,,,78.66,Yabucoa,Puerto Rico,767.0,,3/15/2021,380000
for_sale,,,0.58,Christiansted,Virgin Islands,820.0,,,139000
for_sale,,,0.57,Frederiksted,Virgin Islands,840.0,,,33000
for_sale,5.0,5.0,4.95,Christiansted,Virgin Islands,820.0,6545.0,,2950000
for_sale,2.0,1.0,,Aguada,Puerto Rico,602.0,951.0,,189000
for_sale,,,0.05,Saint Thomas,Virgin Islands,802.0,,,125000
for_sale,,,0.5,Saint Thomas,Virgin Islands,802.0,,,125000
for_sale,4.0,3.0,0.18,Guaynabo,Puerto Rico,966.0,7653.0,,525000
for_sale,4.0,1.0,0.14,Bayamon,Puerto Rico,956.0,1100.0,,70000
for_sale,3.0,2.0,,Carolina,Puerto Rico,987.0,1200.0,,138000
for_sale,3.0,2.0,0.27,Arecibo,Puerto Rico,612.0,1100.0,,75000
for_sale,3.0,3.0,0.11,Bayamon,Puerto Rico,957.0,1341.0,,216000
for_sale,,,6.32,Christiansted,Virgin Islands,820.0,,,289000
for_sale,1.0,1.0,,San Juan,Puerto Rico,907.0,812.0,,450000
for_sale,5.0,3.0,0.25,San Juan,Puerto Rico,926.0,4000.0,,1299000
for_sale,3.0,1.0,0.04,San Juan,Puerto Rico,915.0,725.0,,56000
for_sale,3.0,2.0,0.08,Toa Baja,Puerto Rico,949.0,1400.0,,155000
for_sale,4.0,3.0,0.06,Bayamon,Puerto Rico,959.0,2000.0,,80000
for_sale,,,1.41,Christiansted,Virgin Islands,820.0,,,70000
for_sale,3.0,1.0,,Bayamon,Puerto Rico,956.0,835.0,,70000
for_sale,3.0,2.0,,Trujillo Alto,Puerto Rico,976.0,979.0,,135000
for_sale,3.0,1.0,,San Juan,Puerto Rico,926.0,914.0,,90000
for_sale,6.0,5.0,0.24,Vega Baja,Puerto Rico,693.0,2800.0,,295000
for_sale,4.0,3.0,0.14,Dorado,Puerto Rico,646.0,3500.0,,1100000
for_sale,3.0,2.0,,Bayamon,Puerto Rico,959.0,1195.0,,150000
for_sale,,,0.67,Camuy,Puerto Rico,627.0,,,85000
for_sale,5.0,3.0,0.1,Guaynabo,Puerto Rico,969.0,2642.0,,195000
for_sale,3.0,1.0,0.08,Bayamon,Puerto Rico,956.0,750.0,,90000
for_sale,4.0,2.0,0.1,Trujillo Alto,Puerto Rico,976.0,2303.0,,350000
for_sale,,,0.57,Fajardo,Puerto Rico,738.0,,,40000
for_sale,2.0,2.0,,San Juan,Puerto Rico,909.0,1265.0,,779000
for_sale,5.0,4.0,0.43,Christiansted,Virgin Islands,820.0,3190.0,,999999
for_sale,,,0.46,Saint John,Virgin Islands,830.0,,,123000
for_sale,3.0,1.0,0.3,San Juan,Puerto Rico,924.0,900.0,,93300
for_sale,3.0,1.0,0.04,Penuelas,Puerto Rico,624.0,913.0,,70000
for_sale,2.0,1.0,,San Juan,Puerto Rico,921.0,1053.0,,145000
for_sale,5.0,3.0,0.26,Canovanas,Puerto Rico,729.0,3401.0,,218000
for_sale,3.0,2.0,,Trujillo Alto,Puerto Rico,976.0,998.0,,91000
for_sale,4.0,2.0,0.09,Toa Alta,Puerto Rico,953.0,1720.0,,181000
for_sale,6.0,5.0,0.22,Guaynabo,Puerto Rico,969.0,2830.0,,450000
for_sale,10.0,7.0,0.04,San Juan,Puerto Rico,901.0,4100.0,,2200000
for_sale,,,0.25,Luquillo,Puerto Rico,773.0,,,50000
for_sale,3.0,4.0,,San Juan,Puerto Rico,907.0,5400.0,,6995000
for_sale,,,,Toa Baja,Puerto Rico,949.0,,,165000
for_sale,3.0,2.0,1.03,Naguabo,Puerto Rico,718.0,1977.0,,135450
for_sale,,,0.3,Saint Thomas,Virgin Islands,802.0,,,160000
for_sale,3.0,1.0,0.06,Trujillo Alto,Puerto Rico,976.0,827.0,,114000
for_sale,,,0.49,Kingshill,Virgin Islands,850.0,,,175000
for_sale,,,0.61,San Juan,Puerto Rico,926.0,,,60000
for_sale,3.0,2.0,,Guaynabo,Puerto Rico,969.0,1382.0,,161000
for_sale,4.0,4.0,0.14,Arecibo,Puerto Rico,612.0,1500.0,,197000
for_sale,,,15.64,Cayey,Puerto Rico,736.0,,,1300000
for_sale,4.0,2.0,0.13,Toa Baja,Puerto Rico,949.0,2700.0,,480000
for_sale,3.0,2.0,0.97,Hatillo,Puerto Rico,659.0,2111.0,,330000
for_sale,3.0,2.0,,San Juan,Puerto Rico,918.0,2200.0,,360000
for_sale,5.0,3.0,0.07,Manati,Puerto Rico,674.0,1700.0,,165000
for_sale,6.0,3.0,0.04,Bayamon,Puerto Rico,959.0,1497.0,,108000
for_sale,,,0.67,Guaynabo,Puerto Rico,969.0,,,110000
for_sale,3.0,2.0,,Guaynabo,Puerto Rico,969.0,1285.0,,150000
for_sale,6.0,4.0,0.79,Orocovis,Puerto Rico,720.0,2345.0,,85000
for_sale,3.0,1.0,0.17,Toa Alta,Puerto Rico,953.0,1027.0,,92500
for_sale,3.0,1.0,0.08,Trujillo Alto,Puerto Rico,976.0,884.0,,86000
for_sale,2.0,1.0,0.77,Guayama,Puerto Rico,974.0,1400.0,,199000
for_sale,,,0.31,Saint John,Virgin Islands,830.0,,,158250
for_sale,,,0.24,Arecibo,Puerto Rico,612.0,,,65000
for_sale,,,0.33,Christiansted,Virgin Islands,820.0,,,199000
for_sale,3.0,2.0,0.18,Santa Isabel,Puerto Rico,757.0,1166.0,,59000
for_sale,1.0,1.0,0.1,Ponce,Puerto Rico,730.0,850.0,,220000
for_sale,3.0,3.0,0.04,Caguas,Puerto Rico,725.0,1150.0,,104000
for_sale,6.0,4.0,0.2,Naranjito,Puerto Rico,719.0,1880.0,,172000
for_sale,3.0,1.0,0.35,Lares,Puerto Rico,669.0,1427.0,,98000
for_sale,4.0,2.0,0.1,San Juan,Puerto Rico,926.0,1321.0,,150000
for_sale,3.0,2.0,0.09,Carolina,Puerto Rico,983.0,1574.0,,180000
for_sale,4.0,3.0,0.16,Guaynabo,Puerto Rico,969.0,3540.0,,598000
for_sale,,,0.71,Villalba,Puerto Rico,766.0,,,1000000
for_sale,,,22.57,Naranjito,Puerto Rico,719.0,,,250000
for_sale,,,0.22,Rio Grande,Puerto Rico,745.0,,,69800
for_sale,,,31.16,Cayey,Puerto Rico,737.0,,,250000
for_sale,,,0.14,San Juan,Puerto Rico,925.0,,,190000
for_sale,4.0,3.0,0.32,Trujillo Alto,Puerto Rico,796.0,2200.0,,210000
for_sale,4.0,4.0,0.24,Dorado,Puerto Rico,646.0,3015.0,,1500000
for_sale,,,0.32,Moca,Puerto Rico,676.0,,,29000
for_sale,7.0,5.0,0.09,San Juan,Puerto Rico,924.0,2321.0,,139000
for_sale,2.0,1.0,,Carolina,Puerto Rico,979.0,937.0,,369000
for_sale,4.0,2.0,0.11,Trujillo Alto,Puerto Rico,976.0,2314.0,,209900
for_sale,4.0,3.0,0.06,Bayamon,Puerto Rico,959.0,2000.0,,80000
for_sale,6.0,3.0,4.94,Vega Alta,Puerto Rico,692.0,3000.0,,265000
for_sale,5.0,5.0,1.01,Kingshill,Virgin Islands,850.0,,,1450000
for_sale,3.0,2.0,0.1,Santa Isabel,Puerto Rico,757.0,,,92000
for_sale,,,0.33,Santa Isabel,Puerto Rico,757.0,,,40000
for_sale,,,0.26,Vieques,Puerto Rico,765.0,,,699000
for_sale,3.0,2.0,1.0,Carolina,Puerto Rico,983.0,1229.0,,209000
for_sale,3.0,2.0,0.07,Bayamon,Puerto Rico,956.0,750.0,,104000
for_sale,5.0,2.0,0.97,San Juan,Puerto Rico,926.0,3500.0,,900000
for_sale,2.0,2.0,0.02,Carolina,Puerto Rico,979.0,1190.0,,420000
for_sale,3.0,2.0,10.44,Utuado,Puerto Rico,641.0,1251.0,,180000
for_sale,,,0.97,Cayey,Puerto Rico,737.0,,,83000
for_sale,5.0,3.0,0.56,Quebradillas,Puerto Rico,678.0,3000.0,,1100000
for_sale,3.0,3.0,,Dorado,Puerto Rico,646.0,4341.0,,19950000
for_sale,1.0,1.0,,Carolina,Puerto Rico,983.0,616.0,,57000
for_sale,3.0,3.0,0.27,Guanica,Puerto Rico,653.0,976.0,,205000
for_sale,,,0.57,Christiansted,Virgin Islands,820.0,,,79000
for_sale,6.0,3.0,1.75,Villalba,Puerto Rico,766.0,1943.0,,189000
for_sale,3.0,2.0,0.07,Juncos,Puerto Rico,777.0,895.0,,113000
for_sale,,,0.88,Saint Thomas,Virgin Islands,802.0,,,210000
for_sale,2.0,2.0,0.38,Vega Alta,Puerto Rico,692.0,1000.0,,67500
for_sale,2.0,1.0,,San Juan,Puerto Rico,920.0,806.0,,109000
for_sale,2.0,1.0,,San Juan,Puerto Rico,921.0,1053.0,,145000
for_sale,2.0,2.0,,Dorado,Puerto Rico,646.0,1172.0,,1125000
for_sale,3.0,1.0,0.11,Lares,Puerto Rico,669.0,870.0,,99000
for_sale,5.0,2.0,0.22,San Juan,Puerto Rico,924.0,1664.0,,83000
for_sale,3.0,2.0,0.23,Dorado,Puerto Rico,646.0,1298.0,,141000
for_sale,3.0,2.0,10.76,Bayamon,Puerto Rico,961.0,1277.0,,125000
for_sale,3.0,2.0,,Vega Baja,Puerto Rico,693.0,1133.0,,155000
for_sale,3.0,2.0,0.04,Bayamon,Puerto Rico,956.0,1156.0,,110000
for_sale,2.0,2.0,,San Juan,Puerto Rico,909.0,2169.0,,990000
for_sale,,,16.22,Cabo Rojo,Puerto Rico,623.0,,,290000
for_sale,4.0,2.0,0.11,Bayamon,Puerto Rico,959.0,1700.0,,185500
for_sale,5.0,4.0,0.56,Bayamon,Puerto Rico,956.0,3519.0,,450000
for_sale,3.0,2.0,,Caguas,Puerto Rico,727.0,997.0,,109900
for_sale,3.0,2.0,1.17,Ciales,Puerto Rico,638.0,1000.0,,89000
for_sale,2.0,1.0,0.07,San Juan,Puerto Rico,968.0,1000.0,,225000
for_sale,4.0,2.0,0.08,Bayamon,Puerto Rico,959.0,1480.0,,175000
for_sale,5.0,3.0,0.1,San Juan,Puerto Rico,917.0,3995.0,,450000
for_sale,2.0,1.0,,Humacao,Puerto Rico,791.0,722.0,,69900
for_sale,3.0,2.0,0.14,San Juan,Puerto Rico,921.0,1569.0,,350000
